1
343.2584,224.8293,229.5423,149.2631
343.6916,225.7767,229.3735,147.0591
344.7955,226.4478,228.5128,144.8804
345.4795,223.4640,228.7898,144.6061
344.7250,222.0559,229.9870,144.5318
343.2385,220.1308,231.1212,145.0130
343.2592,219.2413,231.3484,144.7139
342.5296,217.5382,232.3444,144.9011
342.5143,216.6051,232.6311,144.7139
343.3899,215.7007,231.2977,144.1743
344.4624,214.0500,229.7225,144.2424
344.2041,212.6046,229.8987,144.0416
344.4160,213.2997,229.8296,143.5818
345.5561,213.7063,229.2360,143.0514
344.1760,211.9800,230.3732,143.4446
345.7790,211.1901,229.9730,142.6494
344.5312,209.7949,229.2792,142.8741
345.1205,209.2339,229.1010,142.9741
346.4785,209.4340,228.4784,142.5430
347.8818,208.6901,228.0389,142.2357
345.8797,209.5622,228.7722,142.8592
346.9032,206.9117,228.8865,143.5073
347.8412,207.8270,228.1966,142.8066
346.3369,208.9306,228.4523,143.2539
345.5890,216.8891,228.6332,143.2071
347.4771,220.3273,229.0699,143.3156
347.7453,228.4071,228.1415,142.5855
348.1875,230.6362,228.0000,143.0468
348.2069,233.7347,228.0208,142.4437
348.4628,234.7173,228.6060,142.6935
347.1291,236.7519,227.7903,142.0554
343.1993,236.7046,228.6614,141.6035
347.5080,234.9532,227.4600,140.8753
344.1111,234.6826,228.7527,140.8412
318.0274,236.4490,233.8883,139.5170
314.5609,231.5345,232.7867,140.7909
325.5018,230.9124,235.4382,141.4515
335.4566,229.4803,234.8101,141.3098
334.6320,230.0732,233.4411,142.4435
331.2536,229.9317,231.9076,143.1588
331.9442,230.1975,229.9410,142.8717
330.8928,228.1189,230.5669,144.1420
332.0187,227.3479,229.6723,144.2673
332.5077,226.9506,229.0126,144.0469
329.8957,227.5823,228.4161,144.0327
331.3353,225.5750,228.4712,143.8525
329.5819,225.8953,227.6387,143.8506
323.0154,226.7940,229.4088,143.4362
319.5653,225.2034,229.6121,143.3239
313.9925,225.6800,230.1956,143.8584
309.7540,225.0204,229.9979,143.7921
306.0373,224.4749,229.8042,143.8712
302.7003,224.9669,228.6895,143.5115
298.4041,224.5076,228.9557,143.9026
295.0113,223.9674,228.6827,143.6756
291.9030,224.2856,228.3084,143.3315
287.0210,222.5621,229.1135,143.0399
283.0633,222.2016,229.3326,142.8126
280.5266,221.2424,228.5702,142.3353
277.2202,219.6764,229.9924,142.6595
273.6796,217.3564,230.8866,143.5319
269.9952,216.7000,231.1395,143.3974
267.4020,213.9147,232.0003,144.2995
266.8268,213.0164,231.6842,144.2286
269.5634,211.0872,231.1495,143.5677
270.9769,210.3458,229.9521,143.3217
274.7545,208.8883,230.2427,142.7304
278.0184,208.8896,230.0403,142.8218
279.4593,207.7503,229.0779,142.7069
279.8487,209.0854,227.6665,142.4291
277.2865,208.0932,228.0735,142.1257
275.9703,208.2661,227.7092,142.4835
276.6996,208.3857,226.8878,142.0567
274.5424,206.7311,228.1960,142.3210
273.1726,206.3865,227.9830,141.9896
271.4123,205.4613,228.1388,142.1318
270.6997,205.2766,227.3138,142.0836
269.0511,203.8329,227.6418,142.5653
267.0116,200.9854,228.2463,142.7610
265.7416,197.3929,229.0606,143.2739
267.2295,194.8341,228.7720,143.3840
267.9396,191.1079,229.0713,143.3589
266.7171,187.2840,229.5574,142.7556
265.3716,184.5022,228.8605,142.5701
264.5893,182.5513,229.3319,143.1848
264.7077,180.7244,227.6339,142.7978
264.4886,179.3854,226.5780,142.7076
273.1617,175.1349,225.2056,142.5295
281.6504,174.0227,224.9226,142.4717
280.9732,173.7625,222.8801,142.7448
279.1909,170.3653,222.7164,143.0568
278.8296,172.2944,221.5228,142.8111
278.5681,171.6682,219.9214,142.9036
279.3849,173.0897,219.7147,142.2518
280.4044,177.3723,218.2423,141.4287
283.3144,178.3425,216.9319,141.2456
284.4147,183.5233,215.0856,140.1652
287.7432,189.4814,212.8969,139.7011
291.1267,199.8826,213.0857,138.4402
292.6242,210.7323,212.0629,137.2135
294.9496,218.8126,211.4398,136.7781
296.6944,227.9554,210.8013,135.9057
297.8606,237.5378,210.1599,135.0239
297.2785,243.6825,210.2281,134.3640
301.6311,249.0622,208.9674,135.4154
306.8200,257.6724,208.9624,136.2899
308.5414,263.8891,209.4173,135.9082
310.1526,267.3420,209.8835,136.2518
311.6632,269.1009,210.8865,137.4066
316.3918,268.8500,211.6917,137.5848
318.2490,274.9837,212.8570,138.1151
318.9385,280.3983,213.1686,137.9361
320.7126,285.0054,213.2517,138.1933
323.1799,288.1238,214.5832,138.7823
329.1110,286.4894,216.4799,139.0356
333.6972,290.0450,218.5487,139.8615
334.0204,293.1214,218.4473,139.6442
334.6865,293.5285,220.7222,139.1493
334.8406,294.6430,221.7828,139.2776
333.5822,294.9570,223.7291,139.8682
332.1245,294.3401,226.2381,140.9987
330.4025,293.5641,229.3588,142.0795
330.8201,291.0503,230.3710,141.8851
331.0968,290.0349,232.3107,142.1185
329.0791,287.7979,232.3731,143.5892
327.4380,287.7937,232.3791,143.3459
326.3882,286.5949,233.8284,143.7536
324.9947,285.4763,235.7830,144.1265
323.6288,284.1111,236.6652,144.2272
320.9779,283.5209,237.0213,144.1785
322.7844,280.7737,238.8562,144.6540
321.8037,281.0311,236.9580,144.4579
324.3763,284.3711,235.7375,144.4379
325.1483,288.2473,234.7157,144.7247
326.0720,293.0547,233.2462,144.9286
328.4265,290.8862,233.7592,146.2627
327.2981,290.0488,233.3101,145.9103
325.6833,289.2754,232.6711,145.7060
324.8919,288.5236,231.9508,145.0096
329.3563,288.0657,232.8914,146.1622
328.1416,290.5765,231.4724,145.9857
327.7494,288.5972,231.2931,146.1240
326.8786,287.7647,230.0084,146.0276
326.8309,287.0398,229.0806,146.7627
330.1177,284.6703,230.5989,147.1287
331.7120,282.0271,231.2464,147.0789
333.1368,280.0301,229.8427,146.6899
335.2830,277.1251,231.2877,147.2178
342.3531,273.5682,233.0730,147.3693
347.9083,284.2316,230.1347,146.5970
351.2111,298.6283,228.0366,145.1474
354.0743,305.9978,225.6460,143.8624
356.6327,307.0022,225.4777,141.9679
356.4221,311.8131,224.0481,140.6453
356.8626,314.4367,222.8678,139.4721
355.1756,314.8705,223.8900,138.2956
353.5815,315.0446,224.3544,137.1495
351.0014,316.3047,223.8919,136.3075
358.6110,316.2525,224.7194,137.0095
368.2447,316.2843,225.9895,137.8548
368.1131,315.4374,224.4888,136.6923
366.2799,314.9240,224.7928,136.0098
364.3022,314.2088,225.0428,135.7391
351.3167,311.7966,230.3372,134.3107
343.5328,312.6078,231.9652,133.7248
345.9758,310.4056,229.8041,135.4960
355.7129,310.4727,228.7845,136.2681
362.9382,306.5646,228.1320,137.2061
352.8784,298.0558,232.3087,137.7251
341.7047,287.8960,234.3769,138.2460
335.0412,276.4917,234.6230,138.9983
332.1321,268.2072,234.4286,140.5328
326.3866,260.8462,234.7493,142.3075
322.4327,265.1241,233.3158,141.9715
320.8210,264.3097,232.1075,142.7387
321.1491,261.3162,229.6267,143.2718
322.2252,254.9868,228.4629,144.5708
331.0902,241.5258,227.8783,146.0580
