1
293.3224,150.0550,47.3266,148.5343
293.0881,150.6204,49.9468,146.7513
292.9779,152.0791,51.6089,145.5578
293.3647,152.6287,52.8028,145.4729
293.2547,153.0100,53.2575,146.0421
294.2030,151.8035,53.3348,144.9371
295.2275,151.4920,53.1423,145.3019
295.9864,151.6972,52.6007,145.6724
295.7580,151.6088,51.9428,146.9937
294.6730,152.2057,51.6620,147.3417
293.2327,153.4997,51.3841,147.2865
291.6475,152.6340,51.2222,147.9420
289.6677,150.2227,51.3287,147.7118
286.7224,150.3243,51.7050,147.6006
284.7635,151.1069,51.5887,146.9044
282.2282,153.2379,51.4309,146.9771
280.6614,153.0226,51.7222,146.7164
278.4372,154.9516,51.7657,147.5038
277.0366,154.4159,51.9285,148.2029
275.1713,154.1202,52.0487,148.6858
273.3890,154.4553,52.4762,149.3232
271.8365,154.5033,52.8765,149.4633
271.2157,155.8103,52.5605,149.2293
270.6189,156.9759,53.0442,147.5817
269.7047,156.8560,53.4891,147.5342
269.0068,157.8068,53.3691,147.5442
268.6624,157.8045,53.1542,146.4393
268.0999,158.1077,53.0502,145.7446
267.6634,159.5318,52.5812,144.3753
266.8253,160.5277,51.9464,143.3005
265.9583,161.9329,51.0059,143.3045
265.5217,162.4557,50.3990,142.0904
263.9579,161.8229,50.3308,142.9471
262.6318,164.1134,49.8277,144.3831
261.5157,165.2205,49.3428,143.7228
258.9960,164.2238,49.7882,144.2732
258.4141,163.9987,49.3638,143.4932
257.1106,166.5548,49.6672,142.7711
255.0799,165.3181,48.9789,141.0573
253.5910,166.7781,48.3906,140.7522
251.9850,165.5387,47.9847,140.6721
251.3016,166.1989,47.5552,138.6209
250.5675,166.3181,47.4673,138.3588
251.4949,165.4919,46.8070,137.9351
251.8566,165.6965,47.0612,137.9355
252.2602,164.2371,47.4015,139.1177
253.8134,162.5494,47.6038,140.2869
253.8058,160.8919,48.0292,144.5821
253.7241,161.1546,47.8954,144.7439
252.2882,160.3661,48.4062,147.0232
250.1617,159.4601,48.6488,147.8610
248.3409,157.5805,48.9981,148.6668
246.9313,159.9800,49.1997,148.1560
244.6996,158.6999,49.7659,146.5159
243.5150,150.5198,50.7420,148.8453
242.4228,154.2702,51.1571,149.2263
229.5270,148.7976,54.2784,151.0352
229.9174,144.9335,54.6928,153.2236
231.3326,141.4699,55.1696,156.1932
234.1883,139.8018,55.8610,157.3420
237.0599,138.0549,56.3086,157.7200
240.0036,138.8673,55.6114,158.4732
241.8821,140.6879,54.7723,157.7215
243.1256,143.8969,54.2279,155.0004
243.4585,143.3207,53.3887,154.2849
243.2740,142.8754,52.3347,151.9453
242.5046,147.4770,52.3140,150.2398
242.9261,146.8396,51.6903,148.3519
243.5999,144.4510,51.5755,145.9343
244.0157,147.0999,51.3957,145.2120
245.2733,146.1222,50.8817,144.3032
243.9846,148.3601,50.9024,144.4826
244.6716,148.4621,51.2780,146.8889
244.2803,147.8092,51.6053,147.5423
244.5236,144.9962,51.7130,147.5486
243.3218,145.3575,52.1549,147.0019
243.5848,142.4722,52.8269,149.0802
243.3400,142.0972,53.4402,148.8455
244.7054,141.3799,53.2267,149.3127
245.1935,141.3637,53.0348,149.9581
245.2222,141.7810,52.7035,149.0514
245.1905,143.1049,52.1325,148.2239
244.9210,145.6177,52.2012,148.0131
246.0149,144.4148,51.5946,147.0763
246.2755,145.3147,50.7573,145.8840
246.9761,145.6091,50.3025,143.9018
248.2153,147.4257,49.7666,142.3593
249.8907,146.1908,48.8180,140.6764
251.5920,146.0139,48.7115,140.0143
251.8329,142.5757,48.7947,139.4340
252.7957,143.1683,48.9328,140.0697
253.6332,142.3056,48.6163,140.2931
254.4995,141.5547,49.1060,142.0650
254.5184,141.5489,49.0689,143.4863
255.2579,139.7896,49.3115,144.1879
255.4171,137.2308,49.5747,144.3091
256.5663,138.4381,49.9471,143.6954
256.6151,139.9783,50.4092,143.2551
264.0902,141.8564,49.1504,142.6221
262.6487,141.0626,48.7830,143.2541
262.6652,140.0631,49.4142,144.6670
264.8754,140.1025,49.0910,144.4293
273.8031,142.0372,47.7596,143.5945
273.1873,139.6742,46.4011,140.2648
280.1573,135.1602,45.7189,142.3097
242.2470,83.3268,50.4434,146.5826
250.1215,75.7325,54.4445,152.9780
250.2704,71.4949,57.6325,157.7294
260.3751,67.9347,59.2884,163.1264
261.0249,69.5793,60.3020,167.6919
264.7351,69.9536,61.6221,170.6201
269.7245,70.3511,61.7969,174.2732
271.8697,78.6299,63.4157,179.0325
275.9191,75.4785,65.0177,179.3328
287.2919,76.4856,65.6478,181.6398
288.1187,74.6963,67.9131,181.7836
300.2627,70.0607,69.2859,182.5661
300.6059,76.4497,71.1834,184.9356
314.5829,68.7144,71.8125,185.9329
325.4261,68.7984,72.5915,189.1931
327.1731,69.9957,71.7808,188.0279
2
0
0
0
0
1
281.3418,149.8803,44.0218,100.1618
279.2207,150.4110,45.6273,102.7776
278.0009,148.3418,46.9302,104.9954
278.1799,147.9949,47.7865,106.8772
276.4637,149.2273,49.1926,107.9460
274.2467,146.6377,49.9575,110.5945
272.7771,147.8671,51.1336,113.4352
271.4321,146.9056,51.8367,115.2894
271.2520,146.6420,52.0492,116.7045
271.2314,146.2724,52.2384,117.6257
270.4047,145.7767,52.5343,119.1519
270.3578,146.6608,52.8264,119.5165
269.2522,146.3539,52.8755,119.6963
268.4871,146.7812,52.5792,119.4806
268.0399,145.2005,52.8598,119.1818
268.2202,147.2355,52.0539,119.2458
268.7591,146.2952,51.4877,119.7853
268.5822,144.1678,51.3849,119.5780
269.5233,143.5183,51.4611,118.5939
270.7555,143.8362,51.4622,118.4772
271.8881,144.0321,51.3527,118.3423
272.0292,144.2137,51.3424,119.2785
272.8006,144.3775,50.8809,120.9474
274.0911,146.8552,50.7937,121.9306
275.2901,151.7576,50.8540,120.8826
275.6990,156.0066,51.4180,121.1662
276.6982,159.2437,51.6581,121.9328
276.1539,163.3221,52.1883,121.7049
276.7657,156.3062,52.3003,122.6824
276.3403,161.0914,52.7298,123.1953
277.1366,155.3814,52.2929,123.4549
276.5272,159.1309,52.4790,123.8984
276.2733,152.9952,52.1969,124.3294
277.4092,157.0921,52.3005,125.8606
268.7565,148.0207,52.3935,127.2962
269.8084,150.3825,52.2523,128.6398
271.3474,155.6611,52.1342,129.1471
272.6157,159.4449,52.4505,131.3850
274.8147,153.2247,55.2567,126.8971
277.9103,158.4475,57.1984,122.4189
268.8841,161.0865,58.1198,122.7612
272.0830,163.9733,58.2646,123.8141
286.8570,160.3585,59.9026,119.4439
289.2780,158.4038,60.0768,116.0021
290.1706,165.2984,61.1998,113.0472
291.6443,163.5848,61.0319,109.6382
292.6633,168.1526,61.1311,108.8813
291.8291,163.0948,60.7210,108.1064
285.9135,162.5508,59.5268,111.3010
288.3979,164.7919,59.5144,112.9151
280.0382,162.9898,57.9668,115.7195
281.8394,161.7901,57.5944,118.2740
283.3724,162.2505,57.5451,120.3251
286.4706,164.2034,56.0225,124.7338
288.2685,156.9716,56.9241,123.3026
291.5668,161.3401,55.4287,124.7029
294.7861,164.5044,53.6759,126.6946
296.9492,168.5821,52.8637,127.8898
299.0295,161.9252,51.6954,127.1337
300.6960,167.2384,50.7487,127.9070
300.2659,163.5258,51.3460,127.5800
300.6384,169.3710,51.3717,127.2445
300.3660,164.6297,51.8774,126.4355
292.6564,169.1621,51.3425,125.3925
295.3729,160.9430,52.0727,125.1245
298.3907,159.2213,52.3267,127.4179
299.6800,161.9115,54.0340,128.5791
291.8915,161.2384,54.7652,129.9995
294.2233,161.8093,58.0774,127.7345
285.7576,159.5354,57.1220,131.7572
288.5211,166.7513,57.7293,136.2338
291.0599,165.6281,58.6459,138.8181
292.3511,163.6783,58.6382,141.2284
284.2360,162.8759,57.6795,143.0705
287.2536,161.8524,57.4861,144.6919
301.9223,144.6194,61.4519,144.2937
290.9563,157.2438,59.8731,148.2496
291.6093,156.8612,59.4282,151.1851
292.5441,155.9507,58.7331,154.6928
308.2509,140.4390,61.2860,156.5590
320.1039,128.5829,63.2544,157.2404
320.5744,134.7810,64.2645,155.9091
321.1772,138.7135,65.2107,156.2719
320.2574,145.4480,66.4041,157.8047
319.2792,149.2462,66.9846,157.3263
317.1126,151.3511,67.4687,159.6940
313.6752,154.1523,67.2827,160.0240
312.3495,156.4603,66.5869,158.0259
309.7912,159.7272,66.4772,154.6870
296.1707,156.3380,67.5877,154.2721
294.5250,156.6294,68.9721,154.4643
292.6333,158.2726,69.9232,153.1967
276.2932,146.8269,71.9525,150.0102
261.2365,129.5620,72.6451,153.0398
249.1958,122.2282,71.0626,156.0119
240.6664,115.1719,67.8824,156.6273
240.9813,118.8060,66.6205,157.5692
2
0
0
0
0
1
315.7168,169.1042,57.7666,140.0446
317.3728,168.3363,57.7459,141.2323
318.9279,168.5012,57.6897,144.1613
322.1109,169.4577,58.3706,146.2144
324.0633,167.3742,58.3560,147.5175
324.5394,167.6616,58.3479,147.8295
328.3819,167.3634,58.7931,150.9910
329.3395,169.0708,57.9529,148.6286
332.3054,171.1185,58.8111,150.7612
332.4840,170.2216,59.0253,148.3946
335.2851,170.5290,59.4361,149.4577
335.8278,172.3845,59.5086,146.5232
338.2104,172.8844,60.1060,146.6915
339.0984,174.1609,60.6916,147.1599
339.9881,174.6300,61.0450,147.3790
340.7656,174.3388,61.1214,148.2201
342.2968,173.8228,61.1501,148.8992
343.3694,172.8775,60.8316,148.8572
344.1340,172.6544,60.3297,148.7988
345.0980,172.4889,60.1818,146.6863
346.8174,172.4276,60.1336,147.8456
349.9520,169.5457,60.3551,150.0773
351.9551,170.8062,61.3763,151.0040
354.0151,172.8089,62.1586,151.1711
357.8261,170.9238,61.8655,151.9517
